No.,text,label
644,2.通过学生合作的方式，让学生学习课文,1
645,.1课堂思路基本清晰。,1
646,2.教学中采用先扶后放的思想，培养了学生自主学习的能力。,1
647,3.通过视频，图片，联系实际，感情读等手段感受太空生活的有趣。,1
648,4.写话内容与课时目标结合。,1
649,1.课堂纪律很好，2学生回答问题很积极大胆，3五步三查用到了,1
650,教师注重学生日常规范训练，注重基础知识教学，通过课文学会写书信,1
651,1.朗读指导方面，教师采用多种朗读方法培养学生的朗读能力； ,1
652,2.语言运用方面，教师创设与学生生活紧密结合的情境，引导学生迁移运用语言训练点，如“又……又……”； ,1
653,3.写话设计，教师设计了清晰的写话支架，引导学生续写课文，培养学生的想象能力。,1
654,课堂掌控能力强！语言有亲和力！注重培养学生学习习惯，教学思路清晰流畅。,1
655,时间把握到位，教学重点取舍合理，重点突出，难点到位。教学环节有序，条理清晰。,1
656,语言运用能力,1
657,1.教学基本功扎实。 ,1
658,2.教学环节清晰。 ,1
659,3.老师善于运用语言启发引导学生思考问题。,1
660,1.创设情境方面，教师采用多张清晰的太空和航天员相关的图片，激发学习兴趣； ,1
661,2.注重培养学生的语言运用能力。,1
662,1. 魏老师教态较好，在教学过程中注意对学生行为习惯的培养； ,1
663,2. 魏老师教学语文简练，课堂把控能力较好；,1
664,充分利用了多媒体教学，为学生创造了良好的语言学习情境。 ,1
665,教学重难点突出，教学步骤设计合理，由浅入深，循序渐进并且，知识点详尽，逻辑清晰。,1
666,讲解非常细致，提纲指导很充分。,1
667,依据学情，及时调整教学方案，学生情感被激发。,1
668,概念图讲解细致，学生理解透彻,1
669,这节课教学列提纲效果很好,1
670,利用概念图，很好的突出重点，突破难点，达到教学目标。,1
671,教师可以对学生进行适当的写作引导,1
672,教师引导学生回顾父母对自己的爱，画概念图。,1
673,1.问题设计方面，教师设计了层次递进的教学问题，启发学生思考太空生活中的趣事，引导学生展开想象（如假如你在太空中生活，会发生什么事？）； ,1
674,2.学习方式方面，教师设计了清晰的自主学习、小组合作学习任务，以及合作学习的支架，并引导学生迁移运用“必须……，不然……”； ,1
675,3.注重培养学生的语言运用能力。,1
676,1.教学基本功很好。 ,1
677,2.教学环节清晰。,1
678,3.教学问题设置层次清晰，教学目标达成度高。 ,1
679,4.注意评价和奖励策略激发学生参与。 ,1
680,5.在堂教学过程中，渗透情感态度价值观。,1
681,1. 郝老师以小橡皮作为学生回答对问题的奖励，激发起学生的兴趣，整节课，课堂氛围比较活跃。 ,1
682,2. 郝老师具有极强的课堂把控能力，能够很好地还领学生完成各环节的教学任务。 ,1
683,3. 郝老师在讲解课文时，解读得较为细致，学生最后情感的目标达到的较为顺利。,1
684,强调发音规则。教学资源的选取，丰富。,1
685,贯彻落实了小学语文课堂211教学模式，在时间的把握上非常合理，课堂教学活动丰富有趣，有效的调动了学生学习的积极性，从学生课堂表现及任务完成情况可以发现，梁老师高效的完成了本堂课的教学目标。,1
686,调动学生积极性,1
687,环节清晰完整,1
688,教师能够从多种角度设计问题，促进学生多方位思考问题，培养学生的思维能力。全班指导丰富,1
689,1  语言优美，语态教态良好 ,1
690,2  流程准确，时间安排合理 ,1
691,3  课堂互动活跃,1
692,1.板书设计有趣直观，有效激发学生学习兴趣 ,1
693,2.结合了形容人的拓展，有效帮助学生灵活运用。 ,1
694,3.充分发挥师生交际的示范作用。,1
695,课堂情景创设气氛浓厚。,1
696,教学环节清晰； 概念图使用了；,1
697,课堂常规好。,1
698,学生状态好。,1
699,教师板书认真。,1
700,学生自由活泼，教师教学民主。,1
701,1、概念图贯穿整节课 2、创设真实情景 3、教师课堂把控力强,1
702,课文讲解主次分明。,1
703,学生表演生动形象。,1
704,教室语言诗意优美。,1
705,教态自然，语言生动，形式多样，朗读指导到位。,1
706,1.充分利用多媒体教学工具，如白板（画圆大小的变化和直径和圆周的变化直接显示）；电脑（利用论坛平台来做练习）,1
707, 2.课程环节安排较合理：首先利用羊羊运动会的问题引发学生思考；然后进入本堂课程 ，之后在一个环节的学习后及时做练习来巩固知识；及时 和学生互动反馈引起学生的高度注意,1
708,情景导入和网络论坛、教学学习工具的使用，有利于调动学习的积极性和兴趣性,1
709,老师的教学经验很丰富，讲的深入浅出,1
710,1.资源利用的很充分 2.课堂互动很多 3.学生的回答很积极 4.课堂巩固和练习频繁,1
711,知识迁移，利用学生熟悉的形象导入课堂知识；引导学生自助探究；完美地利用了几何画板、论坛等工具；交互性极强；,1
712,1.“情生于境，以境激情”，在孩子们理解燕子遇到的重重困难的基础上，高老师播放的背景音乐对于孩子把握情感，感受严寒，有着很大的帮助。2以读促悟，这一节课，高老师强调读的重要性，尊重孩子内心真实的阅读感受，深入情境，使朗朗书声成为整节课的一道风景。3.课堂连笔，加强了孩子们对文章主题的把握，以及对贝蒂这个孩子的人物特点的认知。 教学特色：板书上的“小燕子”以及ppt最后一页的“爱心”和背景音乐，极具感性思维，对于学生情感的陶冶和对于主题的理解，有着较好的辅助作用。 教学不足：整节课的呈现上，课堂氛围较为形式化，孩子们的积极性受到了一定的限制；小组活动的开展流于形式，没有进行小组展示；拓展阅读篇幅过少，拓展阅读的反馈较为冗杂，可以稍微精简。 教学改进建议：小组活动的开展上，要明确分工，有条不紊；拓展阅读，篇幅可以适当增加一篇必读和两篇选读篇目。 ,1
713,导入简洁，衔接自然，充分发挥了老师主导，学生主体作用。,1
714,注重学法指导，学生学习兴趣高涨。,1
715,教学生动有趣，能有效激发学生的学习兴趣。整堂课的思路很清晰，从课文回顾到范文分析，从拓展阅读到写话练习，衔接有序，较好的完成了本课时的教学目标。,1
716,英语课堂注重言语交际，本节课老师为学生提供了多次生生对话，并用概念图作为支架。,1
717,课堂上，教师还呈现了学生对话的视频，极大引起了学生的注意和兴趣，同时，也起到了一定示范的作用。,1
718,教师基本功扎实，情绪饱满，学生在其影响下，能够积极参与到课堂活动中来。,1
719,教学环节设计清晰合理，善于调动学生的学习主动性，注重学习方法的渗透和培养。,1
720,李霞老师的课一向是非常生动有趣的，特别是对于学生能力的培养和发掘都值得我们学习与探究，李老师在整节课的呈现时，十分注重对于孩子阅读能力的培养。此次教学是古诗，所以有一定的难度和深度。 而且将211贯彻的十分到位与确切，值得学习。,1
721,本课运用小组合作的形式组织教学，体现以生为本的教学理念。,1
722,情感深，气氛浓,1
723,李老师准备充分，课堂上富有激情。第一次用小组合作方式上课，给我们做了一个榜样。,1
724,严格按照211模式教学，环节设计严谨科学，教学过程流畅，教学效果极佳。,1
725,以读悟情，丰富的图片引导学生悟诗意。,1
726,思路清晰，环节紧凑，对写作方法指导全面到位,1
727,设计合理，尤其“知识树”环节较有创意。,1
728,本课导入较自然，学生配合较融洽。,1
729,识字教学溶于阅读教学之中 运用了富有情感的教学策略 重视学生的体验与感悟，为学生理性思维训练提供了条件,1
730,基本体现了跨越式小学语文课堂教学特点，教学思路比较清晰。,1
731,殷老师掌握课堂比较强，根据低段学生认知发展水平，设置的一系列科学探究活动，体现了以学生为主体的教学思路。,1
732,课堂上按照对数的认识及探究由浅到难。,1
733,课后设置的问题，体现了对学生逆向思维能力的培养和联系生活实际的情境性。,1
734,层次很强，第一课时要求的基本做到,1
735,多媒体技术与课堂教学有效衔接,1
736,层次清晰，教师引导到位，更多的把课文交给学生感受。,1
737,思路清晰，目标明确,1
738,课堂教学充分体现出了探究式教学的特点，注重学生自主学习和小组合作学习的能力，善于引导学生从不同的角度去完成知识的记忆和理解。,1
739,211模式清晰,1
740,习作课，导入安排合理，提高学生兴趣，对于写作方法指导细致入微。,1
741,教师的教学思路清晰，目标也很明确，陈老师不是跨越式课题组的成员，但是陈老师敢于尝试，这非常值得鼓励和肯定。,1
742,1.环节清晰 ,1
743,2.情景创设很好。 ,1
744,3.小组合作环节分工明确。,1
745,高老师，教学环节清晰流畅，本节课各个环节处理的很细致，用心；,1
746,小组合作学习突出了教师主导，学生主体的理念；,1
747,鼓励学生通过概念图梳理写作思维。,1
748,教学思路清晰，教学环节过渡自然，师生互动较好。,1
749,教师思路清晰，紧紧围绕教学目标教学。,1
750,思路清晰 重难点突出 积极调动学生的积极性,1
751,思路清晰，环环相扣，概念图使用的效果很明显，达到了本节课的教学目标。,1
752,这节课很成熟，无论是导入，单元课文回顾，还是阅读片段和拓展材料，对文章里别人父母的爱的理解，或是引导学生自己对父母的爱的体会和理解，都让我们觉得亲切自然，绘制概念图，学生发散性思维，很多有创意的图案也让我们觉得孩子们对这样的方式乐于接受的，并且他们借助概念图，让学生掌握更好的写作技巧，更合理的设计习作思路，习作步骤,1
753,教学过程充分考虑儿童的思维方式 教学方式新颖灵活 学生参与度高 利用多种教学资源，巧妙结合课程主题 注重学生理论知识和实践能力的双重培养,1
754,实验前准备内容充分，实验教学更能提高学生兴趣。探究实验能提高学生动手能力。,1
755,环节清晰完整，教育方式有所创新,1
756,1.本节课基本体现以语言运用为中心的理念，注重培养学生的语言运用能力； ,1
757,2.创设了与学生生活紧密结合的情境，引导学生在情境中运用生字词； ,1
758,3.引导学生采用自主学习和合作学习的学习方式进行学习。,1
759,本课课堂时间分配合理，拓展写作设计的很好，学生能够发散思维想出很多和课文相关的句子，能够运用老师所提供的词语造出通顺优美的句子,1
760,整堂课教学思路非常清晰，能按照跨越式精加略课型的模式进行设计和组织教学环节。,1
761,通过字词句理解课文内容，层层引导，对学生进行思想教育。,1
762,条理清晰。,1
763,教学思路非常清晰，环节的设计合理有序，课堂上采用不同的朗读方式帮助学生理解文章大意。,1
764,卢老师是一个教学经验非常丰富的教师，在课文的导入环节选取了周恩来总理的例子，与本文晏子的主题高度吻合，同时也有效调动了学生学习的积极性。,1
765,评价方式多样，但是表扬性语言较少。课堂思路清晰，层层递进。,1
766,讲解详细，图文结合，有效地提高教学质量，使学生掌握所学知识点！,1
767,准备充分，绘本贴合课本内容，设计生动，图文结合，锻炼学生口语表达，培养学生的语言运用能力。,1
768,优点是什么，气氛很热烈，图片选用得当,1
769,课堂教学基本呈现了跨越式的特点，符合跨越式的教学模式。,1
770,教师富有亲和力，巧妙运用动作演示，边演边读将学生带入情景。,1
771,课文主要是体会女娲为了拯救受苦受难的人们不怕危险、不怕困难的精神。鼓励学生在反复诵读中积累语言,1
772,体现了探究式课堂教学的特点，充分体现了学生的主体性，给予了学生足够的时间去自主探究自主完成知识的内化。,1
773,教师对教材理解深刻,1
774,思路清晰，环节完整。时间把握准确。,1
775, 教师引导作用发挥到位，并为学生提供有效支架。 ,1
776,注重朗读指导，采用多种形式朗读课文，帮助学生理解主题。,1
777,教学环节衔接紧密，安排合理有序，能借助丰富的多媒体帮助学生认知，对于这种科普类的文章，合理的运用多媒体作为课堂辅助，更有助于学生对知识的理解！,1
778,教师语言亲切，情境设计的好。,1
779,学习方式方面：自主学习与合作学习相结合较好,1
780,课时学习目标达成方面：能够较好地实现课时学习目标（生字词目标+总结归纳课文大意）,1
781,拓展阅读方面：符合课时学习目标，处理方式得当,1
782,写话设计方面：写话的支架设计采用图片能够较好减轻写话难度，具体形象，拓展了学生的思维，便于培养学生的想象能力。,1
783,老师的教学经验很丰富，讲的深入浅出,1
784,1.采用宇航员的太空生活视频创设了真实的学习情境，建立知识与情境之间的联系。 ,1
785,2.设计了清晰具体的写话支架与写话题目，符合课时目标，便于学生写话。,1
786,环节设置分明，照顾到了不同层次的学生,1
787,1.教师的教学环节清晰。 ,1
788,2.视频导入，激发学生兴趣。 ,1
789,3.写话设计开放性考虑全面。,1
790,1.视频导入激发学生学习兴趣 ,1
791,2.偏旁识字方法将生字归类 ,1
792,3.板书简洁美观,1
793,板书设计简洁美观，课件制作精美,1
794,生字思维导图，写作的层次性，培优辅差,1
795,1.教师的教学环节清晰。 ,1
796,2.视频导入，激发学生兴趣。 ,1
797,3.写话设计开放性考虑全面。,1
798,板书设计简洁美观，课件制作精美,1
799,（1）导入视频比较有新意（2）识记生字哪里用思维导图的形式归纳偏旁,1
800,有图片有动作，课堂氛围热烈,1
801,教师能与用多种教学形式帮助学生了解后鼻韵母的正确读音。,1
802,高老师这节课重难点突出，语言精美富有感染力。,1
803,积极调动学生的主观能动性。,1
804,本课没有按照传统模式，从头讲到尾，而是选择重点点拨，知识点迁移到其他文章，有效节约时间，重点突出,1
805,思路清晰，结构完整，学生收获多,1
806,通过理解重点语段体会景物特点进行写法指导。,1
807,教师教态自然亲切。教学内容安排合理紧凑。学生读中感悟，学习。,1
808,利用精加略模式授课，整堂课有详有简，通过精读课文完成对略读课文的迁移,1
809,教学设计符合跨越式精加略课型第一课时的基本要求，思路清晰，较好的完成了本课时的教学目标。,1
810,语言亲切大方，前后衔接好，道具词语设计吸引学生注意力，识字方法多，红色字体突出,1
811,1.教学环节完整，翻转课堂课前，中设计明确 ,1
812,2.练习分层层层递进,1
813,课堂教学模式整体体现了跨越式教学的特点，教师的教学思路清晰，教学环节的设置能紧密围绕教学目标展开。,1
814,体现了小学语文跨越式课堂的特点，每个教学环节的设置非常合理，各环节间的联系非常紧密。,1
815,注重学生思维能力的培养，同时教给学生如何理解文章主题的方法。,1
816,教学重难点突出，对知识点的讲解比较透彻。,1
817,教师具有亲和力，语言简练，整个课堂流程清晰，很有条理,1
818,教师和学生的互动比较多，学生的积极性比较强,1
819,有效的利用了小组合作学习的优势，促进了学生之间的相互交流，知识互补。,1
820,差异教学的实施不错,1
821,1、看图复述课文有助于培养学生的口语表达能力，了解课文内容。 ,1
822,2、写话环节的补充对话有助于学生了解文章主题。 ,1
823,3、演课文帮助生理解课文内容。,1
824,1.环节设计条理清晰,1
825,2.注重与实际生活的联系，激发学生的学习兴趣，能够引导学生将所学知识运用于解决生活中的问题,1
826,3.注重对学生语言运用能力的培养,1
827,4.对技术的使用合理有效，素材资源准备充分。,1
828,师生互动频繁，学生参与度高，理解深入,1
829,符合跨越式小学语文课堂教学的特点，能设计有效的问题让学生进行思考，从而达到对课文知识的理解，写话题目贴近学生生活实际，有助于学生的表达输出。,1
830,教学思路清晰，对文章的讲解透彻，在教学过程中能注意培养学生的自主学习和合作学习能力。,1
831,有图片有动作，课堂氛围热烈,1
832,整堂课的教学思路比较清晰，从教师的知识讲授、学生的拓展阅读以及写话，基本符合跨越式小学语文课堂教学的理念和模式。,1
833,能充分体现学生小组合作，让学生能够自己组内交流，并按照小组共同协商后而给出解决方案并制作成品。,1
834,学生在动手实践的过程中，能够根据实际情况，想出不同办法使底面材料跟侧面连接的更加稳固，还有一些同学能够依据个人审美和艺术加工，降边料制作成装饰品。,1
835,1.动手操作环节可以让学生更熟悉圆锥圆柱的特点，也可以通过操作巩固知识点 ,1
836,2.体现了数学空间想象力的培养,1
837,学科知识紧密联系实际生活情境，小组合作学习的开展有效的培养了学生的协同合作解决问题的能力！,1
838,教学环节清晰。基本掌握了跨越式课题教学模式。能在课堂上落实写字教学。,1
839,教师指导有方，学生自主学习时间充分。,1
840,1.各环节时间安排较合理,1
841,2.检查生字认读及识记生字较扎实。,1
842,课堂导入新颖有趣，老师声音清脆，课堂思路清晰，学生都能紧跟老师的步伐，逐步完成教学任务，学生大胆举手，勇于发言,1
843,对于二会字识记方法多样，采用了加一加，换一换，偏旁归类识记，拓词记忆等很多种方法,1
844,课文内容回顾是否有点多。,0
845,最后一个环节新授单词有些难，学生无法应用。,0
846,1、识字时间过长，让学生每个字都认了一遍，教师总结，是否应该是学生对已经认得字就不用在讲一遍了 2、没有指导书写，教师出示生字以后应该将比较有特点的字重点指导，学生课上练习，而不是全都写一遍 ,0
847,小组合作，作用有待提高,0
848,课程内容丰富也很有趣，但计划性太强,0
849,情景性缺乏整体大情境，课文处理不易采用让学生通篇朗读的方式可让学生在情境中理解角色扮演的方式读。,0
850,导入过长,0
851,第一课时的写话是不是应该换个题目，爱的箴言放到第二课时应该更合适吧！,0
852,课文内容回顾是否有点多。,0
853,生字部分应该再强调一下拼音组词,0
854,第一课时的写话环节太难了，学生可以只说不写。,0
855,生字部分应该再强调一下拼音组词,0
856,环节设置的顺序没有围绕本课目标来进行的。,0
857,后面环节的导入形式有点单一,0
858,老师在教学过程中应该注意学生能力的层级性，针对不同能力的学生设置不同的学习任务。,0
859,老师指导过细，讲得太多，对学生的个性理解不是很有帮助。,0
860,学生个体差异化要能够体现出来，如何更好的培优辅差,0
861,对于语文的第一课时除了讲解生字词外，对于词语在文章中的具体意义也应该加以指导。,0
862,如果是口语课那么学生讨论时间应该更多一些 最后的展示环节也应该给学生更多时间 ,0
863,用几个主问题作为抓手，可能能给孩子们提供更多的思考时间，教师的课堂语言适当减少,0
864,学生主体不应该仅仅是把过多的时间给学生，更应该思维的积极应用,0
865, 环节活动有些仓促。,0
866,课堂前半部分花费时间过多，教师主导时间过长，不敢放手让学生自己去学习。,0
867,应该再加强互动,0
868,教师应该引导学生回答问题,0
869,生字是难点，要分清楚四会和二会的教法,0
870,第一课时教学主要解决的是生字词和文章大意，在生字词的处理方面，要注意二会字和四会字的区分。,0
871,要注重学习方法的培养，多注意阅读材料的选择,0
872,二会字写话没有必要。阅读材料我觉得不应该有那个我会猜，因为我会猜本人觉得选的材料不好，选读应该选个正面正面意义的就是做事情结局成功的。对学生的教育意义更大。,0
873,深度不够，整堂课的教学目标达成了一半,0
874,教学活动少,0
875,如果增加一些学生活动可能更好,0
876,复习课中教师应该只起到一个活动组织者的作用。,0
877,如何设计和寻找适合学生认知能力的拓展听读材料是教师应该关注的问题，在好多课堂上，教师提供的拓展听读材料都与学生的认知能力及课时目标不大相符！,0
878,要注意循循善诱，逐步引导学生思考问题及分析事件与人物。,0
879,为了符合211的模式，压缩了文本学习的时间，学生对文本到底掌握了多少？后面的拓展阅读，在这么短的时间内学生到底能提取哪些新的信息，与后面的写话是否脱节,0
880,在211模式下，更加体现教师处理教材、驾驭教材的能力，对教师提出了更高的要求。在这篇课文的教学中，朗读训练没能有效落实，学生的主体性突显不够。,0
881,加强生生之间的交流,0
882,体现了教师的主导性，但是学生的主体性有待加强。,0
883,概念图的运用没有深入，没有发挥具体作用,0
884,习作教学中，概念图的用途确实有，但是跟之前我们要求学生习作之前列提纲有什么区别呢？,0
885,学生主体性体现不够明显,0
886,讲得有点多,0
887,教师讲解过多了，没能让学生充分思考，发挥主动性。,0
888,学生说的少,0
889,课堂教学教师应该注重各环节的有效重组，通过合理的顺序安排和时间安排实现高效课堂。,0
890,导入对话不需花过多时间。,0
891,推广性可能不是很好，应该多给学生一些自主性,0
892,老师可能应该把速度放慢一点，有些同学可能跟不上节奏。,0
893,多和学生进行互动，老师不能只一味进行单方面的传授,0
894,我不太喜欢这个老师的上课方式。一节课中给学生的压力好大，整节课给人一种紧张的感觉,0
895,1.教学要充分调动学生的主动性，而不是一味的干枯的讲授 ,0
896,网络平台的应用往往会出现很多问题，不建议在课堂中重复使用;教师逐步引导学生探究的过程值得学习,0
897,感觉课堂节奏太快，与学生的互动过于频繁，好像有一种在赶进度的感觉，没有站在学生角度设计课堂,0
898,不应为了设置活动而增加一下无用的活动，学生的言语交际重在平时不断的积累。是否可以使用概念图对长篇记叙类的文章进行呈现？,0
899,个别环节无效,0
900,除了师生示范和生生示范，可以适当增加两两对话，否则大部分学生没有机会说话,0
901,怎么让一节课在大容量的输入时不会让教师和学生感到多感到累,0
902,绘本插入正常教学，内容是否太多了,0
903,这样的教学必须在学生良好的基础上进行，农村孩子不适合。,0
904,阅读、写话环节时间还是紧了点，有些孩子还没写完，没有很好的展示,0
905,教学方式只有提问教学，有些学生积极性很高，但是没有被教师注意到,0
906,这个课是一个比较好的表演课。拿一个新的班能否有这么好的效果？我感觉这堂课过于依赖iPad了 学生没有时间反馈思考，一直在不停地听，操练，表演,0
907,教学内容丰富，环节多且紧扣，但是是否对于40分钟来说太多？是否减少一些教学内容？,0
908,在使用技术时，教师可能更多关注学生作品和成果的展示，教师本人对学生表现的评价和反馈会显得比例太小。是否要平衡一下。,0
909,不应该被技术限制住，有些活动用书本也可以，不一定非要用ipad。,0
910,写法指导与迁移运用体现不足,0
911,朗读能力训练 学生需要在读上加强,0
912,1. 关于课文处理：本课对于学生课文的处理还在较浅层面，没有深入挖掘，教师可以通过孩子前两后次对千人糕的不同认识为突破点，以此为中心进行文本的深入挖掘，以点带面 ,0
913,2. 关于学生写话支架的设置：学生写不出来的主要原因有一是词的积累不够，教师的写法渗透还有待加强，因此建议教师可以给一些例如关键词、句式的示范，来帮助学生完成拓展写话这一环节 ,0
914,3. 在写话题目的设置还需要涉及到学生对主旨道理的理解上。,0
915,1.课堂提问采用多种回答方式：如集体回答、举手者回答，更多采用点名提问，保证全班都能投入到学习中。 2.课程安排时间不合理，教师还未总结便打了下课铃。,0
916,协同合作在教学中有待积极探讨，提高教学效果。,0
917,道德与法治课应该多与学生的实际生活结合起来，而不是单纯的说教式灌输。,0
918,老师们均未体现小组合作下的识字，下一次需要着重强调,0
919,对精加略课型的第二课时的目标把握不够。,0
920,数学课课件演示不能替代板书。,0
921, 2.课程安排时间不合理，教师还未总结便打了下课铃。,0
922,在新词教学时呈现在一张ppt上，是否布局过于拥挤和没有神秘感，学生学习失去期望新知的劲头！,0
923,     在写话环节怎么能真正意义上调动孩子的积极性，不是为写话而写话。是发自内心深处有话可说，要结合生活实际。,0
924,可能是因为小学课堂，所以对整节课都没有任何兴趣,0
925,与学生的互动环节期待改善,0
926,1.概念图本文内容，仅为植物，学生思维受到限制，用于去梳理生命的不同点。 ,0
927,评价方面，小组评价及学生评论少了。,0
928,第二次上课的方式方法，复习课，这篇课文教什么，怎么教，教学目标是否达成，学生主体没有体现，要基于学情来设计,0
929,1.课堂提问采用多种回答方式：如集体回答、举手者回答，更多采用点名提问，保证全班都能投入到学习中。 2.课程安排时间不合理，教师还未总结便打了下课铃。,0
930,对于小组合作学习方式的设计需要更加合理,0
931,对于刚步入四年级的学生而言，他们虽然对于写景文章有初步的认识，但他们在联系上下文、理解词句的意思，抓住关键词句，体会其在表达情意方面的作用上还是存在较大的难度。此外，钱塘江大潮离学生的生活实际较远，学生较难感受体会其奇特、壮观的景色，这就要创设好情景,0
932,节奏太快，学生思考的时间少了点。,0
933,语言训练点的选择没有基于教材，基于学生，基于学段目标。,0
934,朗读指导要舍得时间，必要时要示范朗读。,0
935,拓展阅读要给孩子静静阅读的时间和空间，注重良好阅读习惯的培养。,0
936,会认字，会写字教学设计缺少层次性。,0
937,教师需要注重细节把握。,0
938,感觉在最后点评过于简单,0
939,作文教学本就难,0
940,复习课的讲授时，对学生能力要求可再提高一些，课堂上可适当给予学生互动的空间。,0
941,要加强教学过程的趣味性,0
942,建议适当增加拓展阅读的量，分为必读和选读 建议ppt出示具体的写话要求，不只是口头上说一下,0
943,数字乐园的情境性没有很好突出出来，概念图的运用比较机械。,0
944,如果能留点时间，让学生展示读，或者比赛读，让学生通过朗读来更好体会诗人的内心世界，是否会更好。,0
945,1.概念图并没有在写作之前让学生完成，而是老师帮助学生进行梳理,0
946,2.评改环节展示的有些少 ,0
947,3.学生自主说的时候并没有达到本单元生命主题的范畴，还需要教师多引导,0
948,习作反馈的是老师准备的内容，如果把习作难度降低，反馈学生作品会不会好些？,0
949,教学环节比例问题，感觉教学任务过多,0
950,重点不够突出。,0
951, 拓展阅读材料略少，建议适当增加,0
952,1.教师本节课的课文理解，未能放手让学生合作探究理解课文。 ,0
